-9.845252442543230009e-02 -6.634782863621073723e-01 -1.000000000000000000e+00
1.126635922106506982e+00 -1.079931508363423331e+00 -1.000000000000000000e+00
-1.147468652411102408e+00 -4.378200447444340337e-01 -1.000000000000000000e+00
-4.980324506923048955e-01 1.929532053816985782e+00 -1.000000000000000000e+00
9.494208069257608074e-01 8.755124138519089494e-02 -1.000000000000000000e+00
-1.225435518830167991e+00 8.443629764015471162e-01 -1.000000000000000000e+00
-1.000215347389564746e+00 -1.544771096777611596e+00 -1.000000000000000000e+00
1.188029792352301772e+00 3.169426119248496265e-01 -1.000000000000000000e+00
9.208588237808189580e-01 3.187276529430211891e-01 -1.000000000000000000e+00
8.568306119026911638e-01 -6.510255933001468653e-01 -1.000000000000000000e+00
-1.034242841784464684e+00 6.815945182816269821e-01 -1.000000000000000000e+00
-8.034096641738410760e-01 -6.895497777502005432e-01 -1.000000000000000000e+00
-4.555325035173432013e-01 1.747915902505673205e-02 -1.000000000000000000e+00
-3.539939112534839505e-01 -1.374951293418018805e+00 -1.000000000000000000e+00
-6.436184028328905127e-01 -2.223403152224426638e+00 -1.000000000000000000e+00
6.252314510271874681e-01 -1.602057655606747621e+00 -1.000000000000000000e+00
-1.104383339428450572e+00 5.216507926097440490e-02 -1.000000000000000000e+00
-7.395629963913132876e-01 1.543014595406735801e+00 -1.000000000000000000e+00
-1.292856909723448577e+00 2.670508693491829288e-01 -1.000000000000000000e+00
-3.928281822749560281e-02 -1.168093497741197417e+00 -1.000000000000000000e+00
5.232766605317537012e-01 -1.715463312222481052e-01 -1.000000000000000000e+00
7.717905512136673529e-01 8.235041539637314445e-01 -1.000000000000000000e+00
2.163235949280689852e+00 1.336527949436391971e+00 -1.000000000000000000e+00
